name,code,mm,dd,hh,cover,t2C,ustar,G-rh2m,L-rh,L-vpd,PARsun,PARshd,G45-O3,G3-O3,CO3ppb,CO3nmole,FstO3,fphen,f_L,f_T,f_D,fenv,gsto,fsun,gsun
CH02_Payerne,CF,8,4,4,0.6625,14.14,0.40,0.830,0.796,0.331,499.3,36.5,7.35,7.95,7.85,3.256E+02,2.880E+01,888.00,0.26,0.95,1.00,223.46,0.747,0.950,2.692
CH02_Payerne,CF,8,4,5,0.6625,16.06,0.35,0.740,0.704,0.544,697.2,54.6,7.89,8.20,8.10,3.343E+02,2.036E+01,888.00,0.38,0.99,0.98,326.93,1.101,0.985,2.864
CH02_Payerne,CF,8,4,6,0.6625,17.98,0.39,0.650,0.634,0.761,810.2,66.5,8.00,8.67,8.57,3.520E+02,1.878E+01,888.00,0.45,1.00,0.91,365.55,1.239,0.992,2.705
CH02_Payerne,CF,8,4,7,0.6625,19.05,0.34,0.589,0.564,0.971,879.0,74.3,12.11,12.60,12.44,5.096E+02,2.287E+01,888.00,0.51,1.00,0.83,372.23,1.266,0.995,2.486
CH02_Payerne,CF,8,4,8,0.6625,20.12,0.36,0.528,0.497,1.198,921.0,79.2,14.74,15.63,15.44,6.304E+02,2.742E+01,888.00,0.54,0.99,0.75,354.94,1.212,0.996,2.229
CH02_Payerne,CF,8,4,9,0.6625,21.19,0.35,0.467,0.439,1.429,865.8,75.1,16.14,17.46,17.27,7.028E+02,2.948E+01,888.00,0.54,0.97,0.67,311.19,1.066,0.994,1.951
CH02_Payerne,CF,8,4,10,0.6625,21.73,0.39,0.441,0.410,1.556,875.8,76.3,16.68,18.57,18.36,7.459E+02,3.205E+01,888.00,0.55,0.96,0.62,291.66,1.001,0.995,1.799
CH02_Payerne,CF,8,4,11,0.6625,22.27,0.37,0.415,0.383,1.680,875.3,76.2,17.87,19.57,19.36,7.850E+02,3.292E+01,888.00,0.55,0.94,0.58,266.60,0.917,0.995,1.649
CH02_Payerne,CF,8,4,12,0.6625,22.81,0.35,0.389,0.360,1.804,939.0,81.4,18.73,19.73,19.50,7.890E+02,3.212E+01,888.00,0.56,0.93,0.53,245.07,0.844,0.996,1.502
CH02_Payerne,CF,8,4,13,0.6625,23.06,0.34,0.380,0.350,1.861,913.6,78.4,19.01,19.94,19.71,7.966E+02,3.346E+01,888.00,0.54,0.92,0.51,224.32,0.773,0.996,1.432
CH02_Payerne,CF,8,4,14,0.6625,23.31,0.35,0.372,0.340,1.920,869.8,73.3,19.32,20.29,20.06,8.097E+02,3.639E+01,888.00,0.50,0.91,0.49,198.84,0.686,0.995,1.361
CH02_Payerne,CF,8,4,15,0.6625,23.56,0.27,0.364,0.341,1.946,803.1,65.7,22.50,16.09,15.77,6.357E+02,3.043E+01,888.00,0.45,0.90,0.48,172.89,0.597,0.992,1.319
CH02_Payerne,CF,8,4,16,0.6625,22.04,0.23,0.476,0.397,1.621,682.9,53.2,23.96,16.75,16.42,6.632E+02,3.548E+01,888.00,0.37,0.95,0.60,185.95,0.639,0.983,1.700
CH02_Payerne,CF,8,4,17,0.6625,20.51,0.25,0.589,0.453,1.335,473.1,34.3,23.33,16.46,16.14,6.529E+02,5.066E+01,888.00,0.25,0.98,0.70,152.00,0.520,0.941,1.960
CH02_Payerne,CF,8,4,18,0.6625,18.99,0.10,0.701,0.529,1.045,116.8,7.7,22.05,5.69,5.66,2.295E+02,2.726E+01,888.00,0.06,1.00,0.80,43.18,0.147,0.504,1.219
CH02_Payerne,CF,8,4,19,0.6625,17.24,0.10,0.736,0.590,0.813,0.0,0.0,22.37,12.91,13.45,5.471E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,20,0.6625,15.49,0.10,0.772,0.660,0.602,0.0,0.0,22.16,12.75,13.29,5.424E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,21,0.6625,13.74,0.10,0.807,0.707,0.464,0.0,0.0,21.64,11.53,12.07,4.944E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,22,0.6625,13.20,0.10,0.817,0.732,0.409,0.0,0.0,20.98,11.18,11.70,4.798E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,23,0.6625,12.65,0.10,0.827,0.758,0.356,0.0,0.0,20.29,10.81,11.31,4.648E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,0,0.6625,12.10,0.10,0.836,0.746,0.359,0.0,0.0,19.52,13.59,14.00,5.760E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,1,0.6625,12.46,0.10,0.842,0.767,0.339,0.0,0.0,18.64,12.97,13.37,5.498E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,2,0.6625,12.83,0.10,0.848,0.786,0.319,0.0,0.0,17.81,12.39,12.77,5.253E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,3,0.6625,13.19,0.12,0.854,0.813,0.284,141.3,9.4,15.61,16.54,16.48,6.774E+02,5.533E+01,888.00,0.07,0.93,1.00,60.84,0.203,0.572,1.571
CH02_Payerne,CF,8,5,4,0.6625,15.57,0.27,0.755,0.700,0.534,489.5,35.7,8.49,10.64,10.60,4.349E+02,2.596E+01,888.00,0.26,0.98,0.99,222.62,0.748,0.947,2.741
CH02_Payerne,CF,8,5,5,0.6625,17.95,0.20,0.656,0.608,0.814,691.5,54.0,8.09,9.30,9.26,3.793E+02,1.387E+01,888.00,0.38,1.00,0.89,295.42,1.001,0.984,2.627
CH02_Payerne,CF,8,5,6,0.6625,20.32,0.21,0.557,0.535,1.122,807.7,66.1,7.47,8.63,8.59,3.514E+02,1.147E+01,888.00,0.45,0.98,0.78,306.48,1.047,0.992,2.296
CH02_Payerne,CF,8,5,7,0.6625,21.63,0.10,0.496,0.472,1.383,877.8,74.0,22.39,22.89,22.80,9.282E+02,1.638E+01,888.00,0.51,0.96,0.68,293.54,1.007,0.995,1.984
CH02_Payerne,CF,8,5,8,0.6625,22.94,0.13,0.435,0.403,1.694,920.4,79.0,23.85,25.13,25.03,1.015E+03,2.166E+01,888.00,0.54,0.92,0.57,252.85,0.871,0.996,1.607
CH02_Payerne,CF,8,5,9,0.6625,24.24,0.34,0.374,0.345,2.015,836.5,72.5,20.51,23.54,23.34,9.426E+02,3.704E+01,888.00,0.54,0.88,0.45,190.06,0.658,0.993,1.221
CH02_Payerne,CF,8,5,10,0.6625,24.72,0.20,0.362,0.337,2.100,846.3,73.6,23.27,23.58,23.38,9.426E+02,2.836E+01,888.00,0.55,0.86,0.42,176.76,0.613,0.994,1.117
CH02_Payerne,CF,8,5,11,0.6625,25.20,0.27,0.350,0.319,2.223,845.9,73.6,21.80,23.41,23.21,9.338E+02,3.197E+01,888.00,0.54,0.84,0.38,154.45,0.536,0.994,0.978
CH02_Payerne,CF,8,5,12,0.6625,25.67,0.36,0.338,0.304,2.336,674.1,58.4,20.42,21.49,21.24,8.530E+02,3.871E+01,888.00,0.49,0.82,0.34,120.74,0.420,0.982,0.842
CH02_Payerne,CF,8,5,13,0.6625,25.72,0.31,0.346,0.306,2.338,655.6,56.2,20.82,21.05,20.82,8.353E+02,3.694E+01,888.00,0.47,0.82,0.34,114.56,0.399,0.980,0.837
CH02_Payerne,CF,8,5,14,0.6625,25.76,0.34,0.355,0.304,2.349,623.6,52.5,19.73,20.35,20.12,8.068E+02,3.975E+01,888.00,0.43,0.81,0.33,104.00,0.362,0.976,0.821
CH02_Payerne,CF,8,5,15,0.6625,25.80,0.20,0.364,0.345,2.219,799.4,65.2,22.68,11.37,11.13,4.461E+02,1.962E+01,888.00,0.45,0.81,0.38,122.71,0.427,0.992,0.949
CH02_Payerne,CF,8,5,16,0.6625,24.09,0.15,0.479,0.423,1.759,676.9,52.6,23.70,11.70,11.46,4.602E+02,2.172E+01,888.00,0.37,0.89,0.55,157.28,0.544,0.983,1.461
CH02_Payerne,CF,8,5,17,0.6625,22.38,0.17,0.595,0.488,1.407,462.0,33.4,23.01,11.42,11.19,4.502E+02,3.204E+01,888.00,0.24,0.94,0.67,137.11,0.472,0.937,1.815
CH02_Payerne,CF,8,5,18,0.6625,20.68,0.10,0.710,0.528,1.164,100.7,6.6,22.10,5.48,5.47,2.205E+02,2.703E+01,888.00,0.05,0.98,0.76,34.39,0.118,0.453,1.025
CH02_Payerne,CF,8,5,19,0.6625,18.97,0.10,0.749,0.594,0.900,0.0,0.0,22.40,12.56,13.10,5.302E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,20,0.6625,17.26,0.10,0.788,0.669,0.657,0.0,0.0,22.40,12.52,13.07,5.304E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,21,0.6625,15.55,0.10,0.827,0.716,0.506,0.0,0.0,22.08,12.85,13.39,5.453E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,22,0.6625,14.82,0.10,0.851,0.758,0.410,0.0,0.0,21.50,12.55,13.07,5.337E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,23,0.6625,14.08,0.10,0.875,0.804,0.317,0.0,0.0,20.71,12.07,12.57,5.145E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
